step,epoch,l1,l2,corr,reg,loss
0,0.0,0.005731509532779455,0.0040314714424312115,0.00031511785346083343,0.0,0.010078098624944687
1,0.0,0.005730567034333944,0.003995799925178289,0.00032209159689955413,2.833716052919044e-06,0.01005129236727953
2,0.0,0.005733867641538382,0.004002037458121777,0.0003137826861348003,2.7102164494863246e-06,0.010052397847175598
3,0.0,0.005747438408434391,0.004011086653918028,0.0003106236399617046,3.3199769404745894e-06,0.010072468779981136
4,1.0,0.005729421507567167,0.003988996148109436,0.0003163456858601421,3.4557317576400237e-06,0.010038220323622227
5,1.0,0.005743417423218489,0.004000294953584671,0.00031043292256072164,3.4719948871497763e-06,0.010057617910206318
6,1.0,0.0057159545831382275,0.00398636469617486,0.0003234744071960449,3.590023425203981e-06,0.010029383935034275
7,1.0,0.005717141088098288,0.003959862980991602,0.00032764673233032227,3.660268703242764e-06,0.01000831089913845
8,2.0,0.005712009035050869,0.003977878484874964,0.00032188891782425344,3.570645731088007e-06,0.010015347972512245
9,2.0,0.005735774990171194,0.003983351401984692,0.00030840636463835835,3.2679593005013885e-06,0.010030800476670265
10,2.0,0.005711484234780073,0.00394832668825984,0.00032585859298706055,2.9061022814858006e-06,0.009988575242459774
11,2.0,0.0057164705358445644,0.003960719332098961,0.00031298398971557617,2.6237564725306584e-06,0.00999279785901308
12,3.0,0.005714836064726114,0.0039575593546032906,0.00031254292116500437,2.4795574518066132e-06,0.009987417608499527
13,3.0,0.005706522148102522,0.003938830923289061,0.0003239750803913921,2.4379539809160633e-06,0.009971766732633114
14,3.0,0.005701200105249882,0.003956587985157967,0.00031834840774536133,2.427309254926513e-06,0.009978563524782658
15,3.0,0.005725969094783068,0.003963647410273552,0.00030552150565199554,2.437913281028159e-06,0.009997575543820858
16,4.0,0.005708886310458183,0.003945786505937576,0.0003104567585978657,2.4877342639229028e-06,0.009967616759240627
17,4.0,0.005700451321899891,0.0039266180247068405,0.0003227710840292275,2.5985593765653903e-06,0.009952438995242119
18,4.0,0.005721356254070997,0.003953225910663605,0.00030590296955779195,2.804919859045185e-06,0.009983290918171406
19,4.0,0.00569316279143095,0.003938992042094469,0.0003188490809407085,3.156802222292754e-06,0.009954161942005157
20,5.0,0.005695750471204519,0.003915873821824789,0.0003242134989704937,3.630732408055337e-06,0.009939468465745449
21,5.0,0.005716821178793907,0.003942502196878195,0.00030715466709807515,4.117860953556374e-06,0.009970596991479397
22,5.0,0.005688601639121771,0.003928600810468197,0.00032012464362196624,4.519136382441502e-06,0.009941845200955868
23,5.0,0.0056988950818777084,0.003922903444617987,0.0003127455711364746,4.759852345159743e-06,0.009939304552972317
24,6.0,0.005697775166481733,0.003920614253729582,0.00031275750370696187,4.88132172904443e-06,0.00993602816015482
25,6.0,0.00568492291495204,0.003921118564903736,0.00032041073427535594,4.981533948011929e-06,0.009931433014571667
26,6.0,0.005710925441235304,0.003930241800844669,0.00030753613100387156,5.132397745910566e-06,0.009953835047781467
27,6.0,0.005687178578227758,0.0038987896405160427,0.0003251195012126118,5.357410373107996e-06,0.009916444309055805
28,7.0,0.0057088155299425125,0.003926541656255722,0.00030728577985428274,5.5816576605138835e-06,0.009948224760591984
29,7.0,0.0056925988756120205,0.003911527339369059,0.00031244754791259766,5.781341315014288e-06,0.00992235541343689
30,7.0,0.0056793647818267345,0.003911743871867657,0.0003198742924723774,5.899162260902813e-06,0.0099168810993433
31,7.0,0.005683300085365772,0.0038928601425141096,0.0003245234547648579,5.975418389425613e-06,0.00990665890276432
32,8.0,0.005677524488419294,0.003909271210432053,0.00031931401463225484,6.036999366187956e-06,0.00991214718669653
