suffx,PSNR,SSIM
patcht_300,31.082468377280005,0.8964692380330318
patcht_150,32.251128777558925,0.8898824659643009
patcht_75,30.690016550323065,0.8890288638059282
patcht_30,30.80729330845193,0.8797001234948387
patcht_15,26.192851387237774,0.857827387608663
